synset	language	lemma	count
05084201-n	Slovene, Spanish, Greek, Portuguese, English	jarak	5
08556386-n	Portuguese, Spanish, English	jarak	3
05129565-n	Slovene, Spanish, Polish, Finnish, Thai, Portuguese, English	jarak	7
07505871-n	Spanish, Greek, English	jarak	3
15172212-n	Spanish, Polish, English	jarak	3
15172423-n	Spanish, English	jarak	2
02683127-v	English	jarak	1
02081795-v	English	jarak	1
04629604-n	Finnish	jarak	1
04656996-n	Finnish	jarak	1
05125377-n	Finnish	jarak	1
05215257-n	Finnish	jarak	1
08628921-n	Finnish	jarak	1
04750164-n	Greek	jarak	1
05089947-n	Portuguese, Greek	jarak	2
06858779-n	Polish	jarak	1
05084733-n	Thai	jarak	1
12212690-n	English	kalimat	1
10599354-n	English	kalimat	1
02174896-a	English	kalimat	1
00750296-s	English	kalimat	1
01792573-s	English	kalimat	1
02272047-s	English	kalimat	1
01841390-s	English	kalimat	1
02166346-a	English	kalimat	1
01793812-s	English	kalimat	1
06285435-n	Japanese	kalimat	1
06285090-n	Spanish, Polish	kalimat	2
06750804-n	Polish	kalimat	1
06455990-n	Spanish	kalimat	1
07189130-n	Spanish	kalimat	1
07241205-n	Spanish	kalimat	1
14765856-n	English	rakun	1
02508021-n	Polish, Japanese, Greek, Finnish, Thai, Portuguese, Mandarin Chinese, English	rakun	8
02508213-n	Spanish, Mandarin Chinese, Finnish, Japanese	rakun	4
02507649-n	Mandarin Chinese	rakun	1
02509515-n	Mandarin Chinese	rakun	1
13916721-n	Polish, Japanese, Finnish, Portuguese, English	kubus	5
13914608-n	Greek, Finnish, English, Thai	kubus	4
13731241-n	Portuguese, Polish, English	kubus	3
12544862-n	English	kubus	1
03144592-n	Japanese, Greek, Finnish, Thai, English	kubus	5
00640262-v	English	kubus	1
01256867-v	English	kubus	1
13915305-n	Polish	kubus	1
10540872-n	English	penghala	1
04114844-n	Spanish, Polish, Japanese, Finnish, Portuguese, English	penghala	6
04114719-n	English	penghala	1
04145417-n	Greek	penghala	1
02770717-v	English	macan	1
02157731-v	English	macan	1
02041577-v	English	macan	1
01769565-v	English	macan	1
01537959-v	English	macan	1
00587962-v	English	macan	1
00510364-v	English	macan	1
00391833-v	English	macan	1
02457015-s	English	macan	1
00461971-s	English	macan	1
00436544-s	English	macan	1
00430545-s	English	macan	1
02128385-n	Polish	macan	1
02125311-n	Spanish	macan	1
02128669-n	Spanish	macan	1
01758757-n	English	bangkai	1
01758895-n	Finnish	bangkai	1
01759009-n	Finnish	bangkai	1
05217859-n	Spanish, Japanese	bangkai	2
05218119-n	Spanish, Japanese	bangkai	2
04190747-n	Portuguese	bangkai	1
13848052-n	Finnish, Thai, Portuguese, Mandarin Chinese, English	keduabelas	5
13738459-n	English	keduabelas	1
02203629-s	Polish, Thai, Portuguese, Mandarin Chinese, English, Serbo-Croatian	keduabelas	6
09188229-n	English	keterangan	1
09769803-n	English	keterangan	1
06312767-n	English	keterangan	1
02354897-s	English	keterangan	1
00793250-s	English	keterangan	1
01698271-v	Slovene, Spanish, Japanese, Finnish, Thai, Portuguese, English	menulis	7
00993014-v	Slovene, Spanish, Japanese, Finnish, Thai, Portuguese, English	menulis	7
01744611-v	Slovene, Spanish, Japanese, Portuguese, English	menulis	5
01007027-v	Slovene, Spanish, Greek, Finnish, Thai, Portuguese, English	menulis	7
01031966-v	Slovene, Greek, Finnish, English	menulis	4
01705494-v	Portuguese, Slovene, English, Japanese	menulis	4
01691057-v	Slovene, Spanish, Japanese, Finnish, Thai, Portuguese, English	menulis	7
00998886-v	Slovene, English, Japanese	menulis	3
01699896-v	Slovene, Spanish, Japanese, Finnish, Portuguese, English	menulis	6
01692834-v	Slovene, Japanese, Finnish, Thai, English	menulis	5
00937879-v	Finnish	menulis	1
00993453-v	Finnish	menulis	1
01064799-v	Finnish	menulis	1
01692443-v	Finnish	menulis	1
01699700-v	Finnish	menulis	1
01700540-v	Finnish	menulis	1
02730813-v	Greek	menulis	1
01582645-v	Japanese	menulis	1
01065877-v	Spanish	menulis	1
01746715-v	Thai	menulis	1
01754576-v	Thai	menulis	1
01698271-v	Spanish, Japanese, Finnish, Portuguese, English	tulis	5
00993014-v	Spanish, Japanese, Finnish, Portuguese, English	tulis	5
01744611-v	Portuguese, Spanish, English, Japanese	tulis	4
01007027-v	Spanish, Greek, Finnish, Portuguese, English	tulis	5
01031966-v	Greek, Finnish, English	tulis	3
01705494-v	Portuguese, English, Japanese	tulis	3
01691057-v	Spanish, Japanese, Finnish, Portuguese, English	tulis	5
00998886-v	English, Japanese	tulis	2
01699896-v	Spanish, Japanese, Finnish, Portuguese, English	tulis	5
01692834-v	Finnish, English, Japanese	tulis	3
00937879-v	Finnish	tulis	1
00993453-v	Finnish	tulis	1
01064799-v	Finnish	tulis	1
01692443-v	Finnish	tulis	1
01699700-v	Finnish	tulis	1
01700540-v	Finnish	tulis	1
02730813-v	Greek	tulis	1
01582645-v	Japanese	tulis	1
01065877-v	Spanish	tulis	1
01698271-v	Portuguese, Finnish, English	catat	3
00993014-v	Portuguese, Finnish, English	catat	3
01744611-v	Portuguese, English	catat	2
01007027-v	Portuguese, Finnish, English	catat	3
01031966-v	Finnish, English	catat	2
01705494-v	Portuguese, English	catat	2
01691057-v	Portuguese, Finnish, English	catat	3
00998886-v	English	catat	1
01699896-v	Portuguese, Finnish, English	catat	3
01692834-v	Finnish, English	catat	2
00937879-v	Finnish	catat	1
00993453-v	Finnish	catat	1
01064799-v	Finnish	catat	1
01692443-v	Finnish	catat	1
01699700-v	Finnish	catat	1
01700540-v	Finnish	catat	1
01020731-v	Japanese	catat	1
00949841-v	Spanish	catat	1
01020356-v	Spanish	catat	1
01020934-v	Spanish	catat	1
01111816-v	Spanish	catat	1
01428578-v	Spanish	catat	1
01704953-v	Spanish	catat	1
02323870-v	Spanish	catat	1
06310945-n	Portuguese, Arabic	datif	2
06649426-n	Arabic	datif	1
07308889-n	Portuguese, Arabic	datif	2
06311723-n	Slovene, Polish, Finnish, English	datif	4
03340723-n	Polish	datif	1
03470387-n	Polish	datif	1
00118032-r	Portuguese	datif	1
00430999-v	English	tipis	1
00430625-v	English	tipis	1
00226071-v	English	tipis	1
00045817-v	English	tipis	1
02412164-a	Slovene, Polish, Japanese, Finnish, Thai, Portuguese, English	tipis	7
00988232-a	English, Japanese	tipis	2
02562566-s	Slovene, English	tipis	2
00542359-s	Finnish, English, Japanese	tipis	3
02417301-a	Finnish, English, Japanese	tipis	3
01458054-a	English	tipis	1
02282277-s	English	tipis	1
02164913-s	Slovene, English, Japanese	tipis	3
00477814-r	English	tipis	1
02232251-a	Finnish	tipis	1
02414031-s	Finnish	tipis	1
02414908-s	Finnish	tipis	1
02415172-s	Finnish	tipis	1
02417611-s	Finnish	tipis	1
00106821-s	Japanese	tipis	1
00409319-s	Japanese	tipis	1
00756459-s	Japanese	tipis	1
01747364-s	Japanese	tipis	1
02262365-s	Japanese	tipis	1
02340458-s	Japanese	tipis	1
02399595-s	Japanese	tipis	1
02414599-s	Japanese	tipis	1
00756327-s	Polish	tipis	1
01214606-s	Polish	tipis	1
02345713-s	Polish	tipis	1
00988988-s	Portuguese	tipis	1
02342899-s	Portuguese	tipis	1
02959553-a	Portuguese	tipis	1
06958255-n	Portuguese	tipis	1
00989957-s	Slovene	tipis	1
00990855-s	Slovene	tipis	1
01135420-s	Slovene	tipis	1
01552634-s	Thai	tipis	1
01554063-s	Thai	tipis	1
02415025-s	Thai	tipis	1
07218853-n	English	kurus	1
00990192-s	Slovene, Finnish, English	kurus	3
02935913-a	English	kurus	1
01448178-s	English	kurus	1
01113225-s	English	kurus	1
00991301-s	Finnish	kurus	1
01006284-s	Finnish	kurus	1
02433000-s	Finnish	kurus	1
02559694-s	Finnish	kurus	1
00988232-a	Portuguese, Spanish, Polish, Thai	kurus	4
00993117-s	Polish	kurus	1
01872374-s	Polish	kurus	1
02412164-a	Spanish, Polish	kurus	2
00989830-s	Portuguese	kurus	1
00990855-s	Portuguese, Spanish	kurus	2
00106456-a	Slovene	kurus	1
00799953-s	Slovene	kurus	1
00857387-s	Slovene	kurus	1
00988988-s	Slovene	kurus	1
00990442-s	Slovene	kurus	1
01158837-s	Slovene	kurus	1
01178669-a	Slovene	kurus	1
01266092-s	Slovene	kurus	1
01792973-s	Slovene	kurus	1
01793106-s	Slovene	kurus	1
01867052-s	Slovene	kurus	1
02260730-s	Slovene	kurus	1
02307729-s	Slovene	kurus	1
02367785-a	Slovene	kurus	1
02474076-s	Slovene	kurus	1
02551380-a	Slovene	kurus	1
02552415-s	Slovene	kurus	1
02553017-s	Slovene	kurus	1
02553234-s	Slovene	kurus	1
02554140-s	Slovene	kurus	1
02554546-a	Slovene	kurus	1
02554940-a	Slovene	kurus	1
02555267-a	Slovene	kurus	1
02415172-s	Spanish	kurus	1
02562566-s	Spanish	kurus	1
00430999-v	Thai	kurus	1
02871963-n	Greek, Finnish, English, Japanese	bumerang	4
00073032-n	Portuguese, English	bumerang	2
02005778-v	English	bumerang	1
