synset	language	lemma	count	goodness labels
03882058-n	Portuguese, Polish	panel	2	Y
03882611-n	Polish	panel	1	O
07143869-n	Polish	panel	1	None
03163222-n	Portuguese	panel	1	None
04543996-n	Portuguese	panel	1	L
03448253-n	Spanish	panel	1	L
09316454-n	Spanish, Polish, Finnish, Thai, Portuguese, English	pulau	6	Y
03587318-n	Spanish, Finnish, Thai, Portuguese, English	pulau	5	O
09319456-n	Portuguese, Finnish	pulau	2	O
03620600-n	Polish	pulau	1	None
08553132-n	Polish	pulau	1	None
01543731-v	Thai	pulau	1	None
02270404-v	Thai	pulau	1	None
08753412-n	Thai	pulau	1	None
00495309-r	Slovene, Finnish, Serbo-Croatian	dari	3	None
00411570-r	Portuguese	dari	1	None
01188144-v	Portuguese	dari	1	None
02031335-s	Portuguese	dari	1	None
04452615-n	Portuguese	dari	1	None
09866222-n	Portuguese	dari	1	None
03614782-n	Japanese, Greek, Finnish, Thai, Portuguese, English	lubang	6	None
03223162-n	Portuguese	lubang	1	None
03682487-n	Portuguese	lubang	1	None
03308297-n	Spanish	lubang	1	O
05311054-n	Spanish	lubang	1	None
05614476-n	Spanish	lubang	1	None
08523483-n	Spanish	lubang	1	None
13750844-n	Polish, Finnish, Thai, Portuguese, Mandarin Chinese, English	ribu	6	O
02198752-s	Portuguese, Mandarin Chinese, English, Thai	ribu	4	None
13751036-n	Finnish	ribu	1	None
00040365-r	English, Japanese	lagi	2	O
00047534-r	Japanese	lagi	1	M
00411570-r	Portuguese	lagi	1	None
01188144-v	Portuguese	lagi	1	None
02031335-s	Portuguese	lagi	1	None
04452615-n	Portuguese	lagi	1	None
09866222-n	Portuguese	lagi	1	None
07397761-n	English	caplak	1	L
01776313-n	Polish, Finnish, Thai, Portuguese, English	caplak	5	L
